What is your official job title?
Data & Innovation Specialist
master teacher / head of data
Scientist / Data Visualization Designer
consultant
Business Intelligence Analyst
Research Associate
NA
Front end Developer
Business Intelligence Engineer
Senior Software Engineer
Founder
Independent Data Visualization Designer
Lead Developer and Digital Projects Manager
Visual Design Specialist II
Assistant Professor
Senior Data Engineer
Product Manager
Professor
IT Manager
Research Area Specialist
Lead Business Analyst
NA
Analyst
NA
Senior Data Scientist
graphics editor
NA
Finance Systems Integration Analyst
Principal Consultant
Data Visualisation CoE Lead
Product Designer
NA
Data Visualization Designer
Audience Insights & Research Coordinator
NA
Professor
PhD Student
Information architect
Product designer
Business Analyst
Ing
Data Analyst
Senior Manager
NA
agricultural researcher
NA
Statistician/Data Scientist
NA
Principal User Experience Designer
Data visualization consultant
Head of Data Visualization team
NA
Global Talent Analytics Senior Program Manager
Data analyst
freelance developer
Policy Analyst
Data Visualization Specialist
CEO
NA
Digital Analytics Support
Data Fellow
Data lead
Information Analyst II
CEO
Corporate Analyst
Web Developer
NA
Data visualisation officer
Data Visualization Specialist
Sr. Technical Writer
senior analyst
Business Intelligence Analyst
lecturer
Data Visualization Expert
Head of graphics
Head of Research and Innovation
Consultant
NA
BI Analyst
Research Assistant
"data journalist, project manager"
Head of Data Visualisation
NA
Clinical Associate Professor
Digital Performance Analyst
Senior Research Associate
Research Data Analyst
"Specialist, teacher"
Associate professor
NA
Business Intelligence Manager
Consultant
Data Visualization Engineer
NA
Business developper
NA
NA
Data Visualization Intern
Data Visualization Designer
Communications Consultant
Designer
Assistant Professor
Head of Assessments
Principal Consultant
Graduate researcher
CEO
Senior Research and Planning Analyst
Web data visualisation engineer
NA
Communications Analyst
Data Visualization Analyst
Investment Analyst
Student
NA
Data Analyst
Data Scientist
Senior Director of Industry Solutions
Freelance UX Researcher
NA
Analyst
Professor
Analyst
NA
Information Designer
Business Analyst
NA
UX and Data Visualization Designer
Programme Finance Analyst
Information Designer
Associate Business Analyst
Research Manager
Associate Director of Data Analytics
Researcher
Analytics Strategist
Technical Program Manager
Enrollment Management Business Intelligence Analyst
"VP, Software Engineering"
Senior data visualization engineer
Sr. Program Manager
NA
Senior Principle Data Scientist
Data analyst
Freelance Digital Designer
Professor
Visualization Engineer
Business Analyst
Data Analyst
Data Journalist
Partner
NA
Associate Research Scholar
"Developer/designer, news and special projects"
Head of Research Unit
Advisor
Data analyst
NA
Data Associate
"Independent designer, cartographer and data visualization"
Senior Developer
Business Analyst
Designer
NA
Front end developer
GIS Intern
Data Scientist
Freelance data visualization developer
Senior Accountant
NA
Senior Business Analyst
Solution architect
Senior Design Architect
PhD student
Lead Business Data Analyst
Research assistant
Project Officer/Research Assistant
Sr. Product Designer
Graduate Research Assistant
Senior Research Analyst
Postdoctoral research fellow
Data & Analytics Project Manager
NA
"Program Manager, Monitoring, Evaluation & Learning"
PhD Candidate
Professor and Division head
Senior Research Analyst
Analyst
data analyst
NA
Student
Lab Assistant
UX + Dataviz Designer
Data Engineer
NA
Data Scientist
Lead Data Analyst
"Dir. of Planning, Institutional Effectiveness, & Research"
Senior Analytics and Business intelligence Specialist
Coordinator of Research and Evaluation
Leading economist
Senior Operations Analyst
NA
Research Chair
Data and visualization journalist
People Analyst
Software Engineer
NA
Senior Member of Technical Staff
NA
Data Visualization Lead
Spatial Data Scientist
Workplace Design Strategist
Lecturer / Interactive Creative Director
Director
strategic contracts manager
NA
Data Management & Analytics Scrum Master
Research engineer
Evaluator
Data Visualization Librarian
Visual Editor
Interim Digital Collections Librarian
Research assistant
PhD Candidate
"Contaminated Land, Closure and Data Scientist"
"Director, enterprise content and design"
Business Metrics Analyst
IT Applications Analyst
Data Analyst
Program manager
Designer
BI Analyst
presently unemployed.
Storyteller
Data Scientist
Sr Data Visualization Design Engineer
Business Architect
Head of Operational Excellence
Digital Analytics Specialist
Data analyst
Data analyst
NA
Founder / CEO
NA
Security Strategist
Customer Analyst
Student
Junior Web Cartographer
Information & UX designer
Postdoctoral researcher
Management Analyst
Senior Project Manager
Research Scientist
NA
Manager of Digital Products and Engagement
Dir
Lead developer
Business Intelligence and Analytics Consultant
Decision Support Analyst
UX Strategist
Business Analyst
NA
Data Operations Lead
Directeur de recherche
Analyst
Business Intelligence Manager
VP Analytics
Senior Director Analytics
ux architect & sr developer
Programmer Analyst
Unemployed
senior journalist engineer
NA
Data Analyst
Solution Architect
Research Scientist
Senior Analyst
Teaching Assistant
Data Analyst
Data Analyst
VP Data Visualization
Associate Data Scientist
Criminal Justice Senior Evaluator
Graphic Designer
Data Analyst
NA
Analyst
Solution Architect
NA
Data Analyst
Information Management Specialist
GIS Analyst
researcher
senior computational biology scientist
Chief Data scientist
chief of IT service of hospital
"Manager, Data Visualization and Analytics"
Lead Data Science Coach
Research Analyst
Machine Learning Practitioner
NA
IT Solution Consultant BI and Information Design
Sr UX Designer
Business Intelligent
Engineering Manager
Graduate Student Researcher
Business Intelligence Analyst
Editor in chief Data
NA
"Don't have one, self-employed"
lead designer
Head of Data Science
NA
Data and Analytics Administrator
Information & UX designer
Data Visualizatiom Designer
"Manager, Analytics and Reporting"
Analyst
NA
Senior Manager
Analytics manager
Workplace Strategy and Space Analyst
Data Scientist
Researcher
Data Analyst
Business Development Manager
President and Improvement Catalyst
Manager of Data and Outcomes
Associate Director
NA
Designer
Unemployed
Bioinformatics data analyst
Datavisualization consultant
R&D Scientist
Supervisor for Data and Assessment
Director of Evaluation and Analytics
Data Analytics Manager
Data Scientist
Delivery Manager
Reporting and Visualisation Manager
Solutions Architect
Data visualisation developer
Project Manager
Dataviz designer
ui/ux & information designer
Senior Research Analyst
Sociologist
MERL officer
Data Graphics Designer
Statistical editor
Principal
Student
Assistant Professor of Computer Science
Sr. Medical and Clinical Advisor
Machine Learning Engineer
Data Scientist + Data Analyst
"Research Scientist, Project Lead, and Graduate Research Assistant"
Digital Analytics Support
Assistant Professor of Nursing
Digital Designer
Director of Data Strategy and Architecture
Senior Financial Analyst
Data Scientist
Advisor Information & Data Analysis
Program Manager of Analytics
Data & Analytics Lead
"Bioprocess engineer, independent, tinkerer."
Data Visualization Designer
editor
Sales Manager
NA
CEO
R and Shiny Developer
Co-founder
Programmer Analyst
NA
Data visualization designer & developer
NA
Senior manager
Data Analyst
Data Analyst
NA
Information Designer
Senior Systems Analyst
Director
NA
Business Development Specialist
Epidemiologist
Augmented Insights Manager
Senior Football Physiologist
Data Analyst
Data Strategy Coordinator
NA
Analytics Executive
NA
Actuary
VP of Data Analytics
Assistant Professor
Data Fellow
data visualization researcher
Statistician
Lecturer
Creative Director
Sr. Data Product Manager
NA
Journalist Engineer
"Manager, Analysis & Outcomes"
Business Data Analyst
Section head of a Department
Software Engineer
Data Engineer
Performance Improvement Coordinator
Data Visualization Designer
Innovation Manager
NA
Senior Vice President and Director Statistics and Data Science
"Senior Planner, Spatial Analysis"
Lecturer/Industry Fellow
Staff Writer
NA
Director
Epidemiologist
NA
NA
NA
Project Manager
PhD Student
Quoting Analyst
ux designer
Project manager
Data Visualization Developer
NA
manager
Communications & Advocacy Officer
NA
Professor
Data Strategist
"Manager, Marketing Anlytics"
Data Scientist
Sr. Data visualization engineer
Director of Population Health
Reporting Analyst
Cofounder & COO
Research Analyst
Consultant
"Graphics Reporter, Design"
Product Manager
IT Specialist
DFatabase Developer
Data Analyst
PhD candidate
Data Analyst
UX designer
Senior BI Analyst
Information designer
Consultant
Head of Data Strategy
Freelance
Assistant Professor
VP analytics
Intern Journalist
Geology Consultant
Data Scientist
NA
Postdoctoral Researcher
Commercial Operations Analyst & Data Visualist
Epidemiologist
Data Scientist
NA
Senior Consultant
Senior Programmer Analyst
Information designer
Research Associate
Risk Analyst
NA
data designer
Data Visualization Visionnaire - Platform Product Lead
Professor
NA
NA
Data Visualization Designer
Department Manager of Federal Program Evaluation
NA
Data Editor
project engineer
Consultant
Co-founder and Chief Data Visualization Officer
Analytical generalist
NA
"Sr. Director, Data Visualization"
NA
Data analytics and visualization consultant
Business Intelligence Analyst
visual projects editor
Associate Professor
Data Scientist
Data Scientist
Paramedic
Community Evangelist
assistant professor
Consultant
Data Visualization Engineer
NA
Data Analyst
Global Process Owner
NA
Program Coordinator
CEO
Senior Researcher
Student
Data Standards Manager
Data Engineer
Operational Reporting Lead
Google News Fellow
Web developer
Data and Analytics Administrator
Looking for Job Opportunities
Analytics Manager
Assistant Professor of Art
Senior Software Engineer
staff software engineer
Research Scientist
NA
CTO
One-Man Show
Business intelligence consultant
Founder
Social Science Research Analys
Sr. Software Engineer II
Data Analyst
NA
Analyst
NA
Ls3
Public Health Communications Coordinator
Student
Senior Data Analyst
Data Coordinator
Evaluator
Senior Financial Analyst
Technology Analyst
Data Analytics Consultant
post-doc researcher
NA
Senior Manager Customer Advisory
NA
Partner
GIS & Data Visualization Librarian
Information Designer
Principal Consultant
NA
Data Visualization Specialist
UX Designer
NA
Statistian lecturer
freelance data visualization designer
CEO
Data Science Coach
Manager
NA
Developer
Project Manager/ Quantitative Specialist
NA
Senior data visualization editor
Data Scientist
Data Visualization Consulting Analyst
Project manager
Software Developer
Expertise officer
Augmented Insights Manager
Data Analyst
Undergraduate student
Senior Data Scientist
professor
Associate Data Scientist
Research Consultant
UX / UI Designer
Data Analyst
Business Intelligence Specialist
Behavioral Scientist
Consultant
Graphic design manager
Business Intelligence developer
"Assistant Director, Data Analytics"
Senior Business Analyst
Visual Editor
Currently it's Communications Manager
Data Visualization Engineer
Professor and Epidemiologist
GIS specialist
producer
NA
NA
Senior Research Methodologist
Postdoctoral research scientist
Visual Data Journalist
Data Journalist
Graduate research assistant
Manager - Business Intelligence
Senior Analyst/Programmer
Senior data scientist
Analytics Consultant
Assistant Professor
Independent Consultant
Chief Data Scientist
Director
Manager of Data Analytics
Data visualization editor
Data Analytics
post doc
Solution Architect
Senior Technologist
software engineer
Data Analytics Advisor
NA
Executive Director
NA
NA
NA
"Program Manager, Trust and Safety"
NA
Consultant
NA
NA
NA
PhD Fellow
Executive Director
Team lead graphics
"Senior Internal Auditor I, Data Analytics"
Data Visualization Engineer
NA
Associate Professor
Analyst
Data Systems Analyst
Senior Data Visualization Designer
NA
NA
Data Visualization Designer
PhD student
NA
Senior Data Visualization Designer
Senior Business Analyst
NA
NA
Data and graphics editor
Consultant
Senior UX Researcher
Founder
Sr Data Scientist
Statistician
Postdoctoral Research Associate
NA
Frontend Engineer
Consultant
Senior Content Marketing Writer
PhD Student
Sr. Data Architect
ICT4D platform and knowledge management officer
Assistant Professor
Report developer
NA
Chr
Sr Analytics Engineer
NA
Associate Professor
Data Analyst
NA
Software Engineer
Data Viz Lead
Analyst
